Nr.,LevelID,Name,Description,Level,Ref ID
306,3.2.6.3.2,Material Production & Fulfillment - M&R,"Material Production and Fulfillment starts when the BOM and art file are ready for production and includes the production setup, test, implementation and inventory management",Capability L2,421-841-0
307,3.2.6.3.2.1,Setup - M&R,,Capability L3,421-4689-0
308,3.2.6.3.2.2,Test - M&R,,Capability L3,421-4690-0
309,3.2.6.3.2.3,Implement - M&R,,Capability L3,421-4691-0
310,3.2.6.3.2.4,Manage Inventory - M&R,,Capability L3,421-4692-0
311,3.2.6.3.3,Supplier Sourcing - M&R,Sourcing focuses on the end-to-end management of internal and external vendors involved in material development & fulfillment,Capability L2,421-842-0
312,3.2.6.3.3.1,Identify Needs and Fulfillment BRD - M&R,,Capability L3,421-4693-0
313,3.2.6.3.3.2,Sourcing and Procedurement- M&R,,Capability L3,421-4694-0
314,3.2.6.3.3.3,Vendor Oversight and Management - M&R,,Capability L3,421-4695-0
315,3.2.6.3.4,Performance Management/ Quality - M&R,Quality focuses on the capabilities needed to manage and measure end-to-end process performance,Capability L2,421-843-0
316,3.2.6.3.4.1,Process Management - M&R,,Capability L3,421-4696-0
317,3.2.6.3.4.2,Manage Quality - M&R,,Capability L3,421-4697-0
318,3.2.6.6,"Appeals, Grievances, & Complaints",,Capability L1,421-6300-0
319,3.2.6.6.1,Case Creation - M&R,,Capability L2,421-6301-0
320,3.2.6.6.2,Case Review & Restoration- M&R,,Capability L2,421-6302-0
321,3.2.6.6.3,Third Party Review - M&R,,Capability L2,421-6303-0
322,3.2.6.6.4,Defect Reduction - M&R,,Capability L2,421-6304-0
323,3.2.6.6.5,Performance Management - M&R,,Capability L2,421-6305-0
324,3.2.7,Consumer Engagement- M&R,"This domain encompasses three primary capabilities (Member Service, A&G, and Print and Fulfillment) focused on delivering services and information that positively impact the Member Experience while driving improved star ratings and 100% compliance.  
This domain also maintains projects associated with the Member portal environment.
Constituent Services capabilities frequently represent the direct interface with our Members post-enrollment.  Therefore, our work here often determines how our Members perceive our plans, especially when the Member has a complaint.
To deliver effectively for M&R, we need to align shared services resources to our Members’ specific needs while actively participating in enterprise improvement initiatives such as Advocate 4 Me, Fit for the Future, Polaris, etc.",Domain L0,421-684-0
325,3.2.7.1,Clinical Standards Development - M&R,"The development, management and implementation of medical protocols that drive clinical decisions and actions, leverage medical input from internal and external clinical organizations, and are incorporated in the delivery of clinical programs and processes to help our members live healthier lives.",Capability L1,421-712-0
326,3.2.7.1.1,Medical Policy Definition - M&R,"Develop, maintain and issue medical policies to define the optimal course of treatment which adhere to regulatory guidelines and are supported by evidence based medicine.",Capability L2,421-5349-0
327,3.2.7.1.2,Models of Care Definition - M&R,"Develop and maintain models of care that describe the expectations for member engagement.  This defines the entire spectrum of how UHG is expected to interact with a member.  Models of care can be tailored to specific population needs based on population demographics, diagnosis, and product.",Capability L2,421-5351-0
328,3.2.7.2,Utilization Management - M&R,"Action taken to ensure that members receive care that provides the best possible outcome.  Monitoring care, working with providers and intervening as necessary to ensure that members receive the right care in the right setting for their particular situation.  Reviewing and resolving appeals when there are differences to the recommended course of treatment.",Capability L1,421-5352-0
329,3.2.7.2.1,Health Services Intake Management - M&R,"The capability, by which communication from our providers regarding care or services for our covered members is documented, processed and when necessary routed for further management and/or coverage determination. Many times this triggers the initial point of engagement for a member within the UHG's Utilization management lifecycle for the purpose of awareness, initiation of service, directing to appropriate parties and the ability to act.",Capability L2,421-5359-0
330,3.2.7.2.2,Coverage Determination - M&R,"A capability which uses relevant administrative and clinical information for the purpose of determining whether to approve benefit coverage for services being requested. The value is to influence care before any services are rendered, but a determination can be made prior, during, or after services.",Capability L2,421-5360-0
331,3.2.7.2.3,Inpatient Care Management - M&R,UHG engagement that promotes efficient execution of the physician’s treatment plan to ensure optimal and timely treatment throughout the course of a hospital stay.,Capability L2,421-5361-0
332,3.2.7.2.4,Policy and Decision Enforcement - M&R,Ensures that payments for services rendered are consistent with medical standards as well as pre-service and concurrent review decisions.,Capability L2,421-5362-0
333,3.2.7.2.5,Clinical Appeals & Grievances - M&R,Respond to physician's appeals and/or grievances around medical decisions rendered to adjust treatment as needed.,Capability L2,421-5363-0
334,3.2.7.3,Health & Care Management - M&R,Identifying and solving for the health and productivity/quality of life outcomes of individuals. This is across the health care continuum; including prevention and wellness to advanced illness/end of life.,Capability L1,421-5353-0
335,3.2.7.3.1,Care Coordination - M&R,The deliberate organization of patient care activities among two or more participants (including the patient and/or family) to facilitate the appropriate delivery of health care services.,Capability L2,421-5366-0
336,3.2.7.3.2,Case Management - M&R,Meeting a consumer’s health needs through communication and available resources to promote quality cost-effective outcomes related to a specific health event.,Capability L2,421-5367-0
337,3.2.7.3.3,Health & Wellness Management - M&R,"Council and advisement regarding maintenance of healthy status in order to empower [Consumer]s to identify, own and make more-informed health care decisions and change behavior to have a more healthier life.",Capability L2,421-5368-0
338,3.2.7.3.4,Consumer Care Plans - M&R,"An integrated care plan used by stakeholders to define multiple actions for the various conditions or issues identified for the target of the plan. This includes the structure through which goals and care planning activities are organized, communicated and checked for completion. Generally involves long-term and/or chronic conditions.",Capability L2,421-5369-0
339,3.2.7.4,Clinical Quality Management - M&R,"Provide a discipline for meeting regulatory, accreditation and internal requirements for clinical quality measures.",Capability L1,421-5354-0
340,3.2.7.4.1,Quality Indicator Definition - M&R,"Interpret quality indicators, select most impactful measurements and determine approach for benchmarking quality outcomes (library of indicators).",Capability L2,421-5371-0
341,3.2.7.4.2,Quality Interpretation - M&R,"Measure, monitor, and communicate quality results based on population impacts, significance to the business, etc and identify implications, potential actions and improvements.",Capability L2,421-5370-0
342,3.2.7.4.3,Quality Oversight - M&R,Provide end-to-end accountability through oversight of delegated entities and transparency of clinical delivery to regulatory and accrediting organizations.,Capability L2,421-5373-0
343,3.2.7.5,Consumer Strategy - M&R,"Support consumers in order to help them make better decisions regarding their own health and care through tools, resources, rewards and access to information.
Provider - Partner with physicians and facilities to provide optimal service by providing rewards, tools, resources and access to information.",Capability L1,421-5355-0
344,3.2.7.5.1,Consumer Communications - M&R,"A capability allowing UHG access to a 360˚ lifetime view of individual consumer’s demographics, preferences, and clinical information.",Capability L2,421-5374-0
345,3.2.7.5.2,Integrated Health Profile - M&R,The development of strategies to best communicate with consumers in order to promote desired activities and outcomes.,Capability L2,421-5375-0
346,3.2.7.6,Provider Clinical Engagement - M&R,"Partner with physicians and facilities to provide optimal service by providing rewards, tools, resources and access to information.",Capability L1,421-5356-0
347,3.2.7.6.1,Provider Outreach - M&R,"Provider interaction about their clinical performance, overall practice trends and individual opportunities.",Capability L2,421-5377-0
348,3.2.7.6.2,Provider Clinical Education - M&R,"Provide clinical educational resources for providers. Examples include clinical best practices, medical policies, market trends and administrative processes.",Capability L2,421-5379-0
349,3.2.7.6.3,Provider Clinical Incentives - M&R,Identify Incentives that effectively encourage and are aligned to desired quality outcomes.,Capability L2,421-5380-0
350,3.2.7.7,Health Decision Support - M&R,"The business capability of identifying and communicating a set of service options directly to the consumer [or to a healthcare service provider making decisions on behalf of the consumer], in order to promote informed decision making.",Capability L1,421-5357-0
351,3.2.7.7.1,Health Education - M&R,"Provide clinical educational resources for consumers on a variety of topics including behavioral, medical and pharmacy.",Capability L2,421-5381-0
352,3.2.7.7.2,Provider Selection - M&R,"This business capability guides a consumer to the best physician or care facility based  on cost, quality and efficiency scores, premium designation, network status, medical specialty, and geo-location.",Capability L2,421-5382-0
353,3.2.7.7.3,Treatment Selection - M&R,"Provide decision making support on comparing courses of treatment for effectiveness and cost using medical, provider, price and location knowledge.",Capability L2,421-5383-0
354,3.2.7.7.4,Care Delivery Decision Support - M&R,The business capability of supporting optimal care decisions at the point of care.,Capability L2,421-5384-0
355,3.2.7.7.5,Medication Management - M&R,The business capability guiding the most optimal use of medications.,Capability L2,421-5386-0
356,3.2.7.8,Health Measurements & Analytics - M&R,"Deliver the clinical intelligence of predictive clinical models, health services information, gaps in care, care delivery pathways, and analytical reports.",Capability L1,421-5358-0
357,3.2.7.8.1,Health Assessments - M&R,"Assessment of an individual’s health profile. This results in something measurable in order to have a score that can be utilized. Evaluation may be done via surveys / interviews or in person. 

Assessments can be:
- Generalities around the health of member populations proactively, prior to 
any services rendered, physician visits or claims. 
- Efforts to assess an individual's profile. 
- Observational assessments.
- Efforts to identify members at the highest risk for not receiving beneficial services.",Capability L2,421-5387-0
358,3.2.8,Provider Management - M&R,"This domain encompasses UHN and Provider and Network Service Operations (PNSO). PNSO strategy is very tied to UHN strategy.  

Note that this capability model will be revised in 2015.  In May, 2015 discussions have begun with the PNSO Chief of Staff, UHN, and Portfolio Management to align the M&R capability model to Provider Trust Points currently under development.",Domain L0,421-686-0
359,3.2.8.1,Provider & Network Management - M&R,"Model, design and monitor networks to align to organizational strategies.  Measure by contractual, regulatory requirements and performance.  This includes:
Definition of network strategies and network designs based on marketplace needs
Creation of quality standards and the approach and related key performance indicators the will be used to measure them
Operational work required for ongoing monitoring and oversight of performance, supporting all stakeholders (UHG, provider, customer)",Capability L1,421-719-0
360,3.2.8.1.1,Network Strategy & Design - M&R,"Definition of the strategy, goals and guiding principles for networks.  This covers things like evaluation of customer needs, development of reimbursement strategies, analysis of existing and potential network coverage against expected service needs.",Capability L2,421-871-0
361,3.2.8.1.2,Quality Standards - M&R,Definition of standards and approach used to measure provider and network quality.,Capability L2,421-872-0
362,3.2.8.1.3,Network & Provider Oversight - M&R,"Ongoing measurement of the performance of providers, networks and delegated entities against quality standards including: accessibility, access, clinical and finance.",Capability L2,421-873-0
363,3.2.8.2,Provider Contract Management - M&R,"Negotiate, create and maintain provider agreements based on our network and product strategy and design. Covers initial outreach to a provider to the point of operational readiness as well as ongoing maintenance (i.e. update, renewal, termination) of the agreement.  This includes
Contracting efforts, including new contracts, maintenance, terminations.
Credentialing and re-credentialing efforts
Configuration of changes to providers; inputs come from contracting or other functions (i.e. provider relations).",Capability L1,421-720-0
364,3.2.8.2.1,Contracting - M&R,"Deliver provider and network agreements that define the terms and conditions (including language, reimbursement rates & approach, products supported) for delivering health care services to members",Capability L2,421-874-0
365,3.2.8.2.2,Credentialing - M&R,"Deliver provider and network agreements that define the terms and conditions (including language, reimbursement rates & approach, products supported) for delivering health care services to members",Capability L2,421-875-0
366,3.2.8.2.3,Provider Configuration - M&R,Management of provider contracdemographic tual and data and capabilities to make it available to all other areas of operations.,Capability L2,421-876-0
367,3.2.8.3,Provider Engagement - M&R,"Ensure that the ongoing relationship with providers is actively managed. Enable effective, two way communication between UHG and providers, both in and out of network.  This includes management of all channels used to interact with providers, creation of content to send to providers, intake in information from providers and active collaboration on improvement opportunities.  This includes
Work to maintain a our relationship with providers, listen and respond to provider input.
Outreach to providers
UHC management of the provider experience to ensure a consistent experience across populations, products and systems.",Capability L1,421-721-0
368,3.2.8.3.2,Provider Relations - M&R,"The Education & Outreach capability advises on strategy, content, collateral, and deployment plan when a targeted need for communication is identified.  A business partner may be an internal partner, Local Market Advocate, or a contracted provider.   Local Market Advocates are regionally assigned and the Outreach team works closely with the advocates to engage them in the process as well as enable them to become trusted advisors within their assigned region.
 
Targeted outreach communications may be in support of an initiative, policy, or program.  Items can be focused on specific areas due to information received from Fraud, Waste and Abuse regarding waste and abuse.  Educational information is also delivered as a response to complaints regarding administrative items from the CMS, American Medical Association (AMA) and/or State societies.",Capability L2,421-850-0
369,3.2.8.3.3,Provider Training & Outreach- M&R,"Manage provider communication and training. Develop content, collateral, and deployment strategies when a targeted need for training or communication is identified. Communication can be ongoing on adhoc based on provider preferences. Custom training may be developed for providers/practices based on need.",Capability L2,421-851-0
370,3.2.8.3.4,Engagement Strategy & Design- M&R,"Active management and analysis of provider interactions  throughout the  provider journey and duration of the relationship with goal of improving business relationship, active partnerships and engagement",Capability L2,421-852-0
371,3.2.8.4,Value Based Reimbursement - M&R,"Value Based Reimbursement covers all payments to providers for medical services that are not reimbursed through a fee for service claims process.  This capability includes payments, penalties and analytics required to align provider compensation incentives with member wellness.  This includes:
Application of incentives and penalties based on: retroactive review of behavior and/or proactive investment to influence future services.
Value based payments for rendering medical services, such as bundled payments or capitated payments
Payment integrity efforts to avoid or respond to occurrences of fraud waste and abuse.",Capability L1,421-722-0
372,3.2.8.4.1,Incentives & Penalties - M&R,"Financial impacts to providers based on behaviors in addition to or subtracting from the payment for medical services (i.e. claims, bundled payments, capitated payments).  This capability interfaces with, but does not include, processing of claims (which are governed by the claims domain)",Capability L2,421-853-0
373,3.2.8.4.2,Value Based Payments- M&R,Processing of value based payments to providers for delivering medical services.  This function differs from the claims domain which processes only fee for service payments.,Capability L2,421-878-0
374,3.2.8.4.3,Payment Integrity - M&R,"Monitor for, Identify, prevent and respond to instances of fraud, waste and abuse in the health care system.",Capability L2,421-879-0
375,3.2.9,Clinical Services - M&R,"Clinical Services is a specific domain that provides services to improve and enhance member health and well-being by helping consumers navigate the health care system and obtain access to the best health services through clinical policy management (e.g., health service review,  treatment protocols/programs, wellness programs, health education, disease management, clinical analysis, predictive modeling, clinical appeals management and reporting for member and provider care management).  Topics such as Care Management and Clinical Behavioral support are all types of Clinical Services.",Domain L0,421-685-0
376,3.2.9.1,Technology Support - M&R,"Technology Support capability is a body of IT capabilities that equip the business partners with scalable technology service solutions that ultimately work to best match business demand with IT supplies. Today, the technology capabilities can be segmented in two categories, Enterprise UHG IT Capabilities and Segment-specific Capabilities.",Capability L1,421-724-0
377,3.2.9.1.1,Technology Practices - M&R,Create framework to identify and participate in various projects/programs having data related impacts,Capability L2,421-884-0
378,3.2.9.1.2,Application Services - M&R,Advocate Ovations data requirements and needs at a corporate level by influencing key decisions and activities.,Capability L2,421-885-0
379,3.2.9.1.3,Infrastructure Services - M&R,Provide support as needed to key initiatives underway in capacities of data experts and subject matter experts.,Capability L2,421-886-0
380,3.2.9.1.4,IT Business Support - M&R,,Capability L2,421-887-0
381,3.2.9.1.5,Manage Architecture - M&R,,Capability L2,421-888-0
382,3.2.9.1.6,Business Process Management - M&R,,Capability L2,421-889-0
383,3.2.9.1.7,Portfolio Management - M&R,,Capability L2,421-890-0
384,3.2.9.1.8,Manage Technical Operations - M&R,,Capability L2,421-891-0
385,3.2.9.1.9,Manage Implementations - M&R,,Capability L2,421-892-0
386,3.2.9.2,Data Management & Strategy - M&R,"Data Management capability focuses on three data enablement areas;

a) advancements of reporting and analytic competencies,
b) improving the quality and trust of data through asset rationalization and simplification, and 
c) supporting the identification of architectural direction for Medicare & Retirement’s data/data assets.

This is accomplished through; 
a) leveraging the business architecture capabilities, 
b) driving the understanding of current data needs across business domains, 
c) strategically aligning to Enterprise Information Management (aka EIM) and other enterprise data strategies, 
d) supporting a system of data governance, and 
e) identification of sources of truth across data domains.

The Data Management capabilities are in place to support the rest of M&R capability domains and will be the conduit for business teams to manage data needs.",Capability L1,421-725-0
387,3.2.9.2.1,Enable Advancements in Reportin & Analytics - M&R,Establish a Center of Excellence (COE) focused on Business Analytics and Optimization to deliver advanced capabilities thereby facilitating better decision by understanding business data better.,Capability L2,421-893-0
388,3.2.9.2.2,Rationalize & Manage Data Assets - M&R,Create a framework for understanding reporting requirements across domains by bringing the key reporting teams together. Also creating a framework to realign operational staff based upon their proficiency with understanding and handling data parameters across processes.,Capability L2,421-894-0
389,3.2.9.2.3,Manage Data Architecture - M&R,Create an advisory council to review and approve reporting & analytics delivery applications to be used by the business domains.,Capability L2,421-895-0
390,3.2.10,Technology and Data Management - M&R,"Technology Support capability is a body of IT capabilities that equip the business partners with scalable technology service solutions that ultimately work to best match business demand with IT supplies. Today, the technology capabilities can be segmented in two categories, Enterprise UHG IT Capabilities and Segment-specific Capabilities. 

Data Management capability focuses on three data enablement areas; a) advancements of reporting and analytic competencies, b) improving the quality and trust of data through asset rationalization and simplification, and c) supporting the identification of architectural direction for Medicare & Retirement’s data/data assets",Domain L0,421-687-0
391,3.2.10.1,Financial Operations - M&R,"Medicare and Retirement Finance prepares and consolidates accounting transactions and financial statement data on a monthly basis and creates reports for senior management. The consolidated reporting process relies upon accounting teams within Medicare and Retirement Accounting (Membership, Revenue, Medical, SG&A) and accounting teams outside of the direct reporting line to the Controller (Sierra, XL Health, Medica). Prepares financial plans (budget and forecast) and presents to senior management. They also provides financial decision support for product evaluations, business plans, capital investment, etc.",Capability L1,421-726-0
392,3.2.10.1.1,Transaction Creation to Financial Tagging - M&R,"Resources in this function generate forecasts for sales, SG&A, provider performance, product line profitability, membership, medical costs, premium yields, and other areas of business. They research economic progressions to assist with the organization's financial planning. Also, this capability presents findings and recommendations to management, which may include responsibility for budget planning and analysis.",Capability L2,421-751-0
393,3.2.10.1.1.1,Financial Analysis - M&R,,Capability L3,421-4815-0
394,3.2.10.1.1.2,Financial Reporting - M&R,,Capability L3,421-4816-0
395,3.2.10.1.1.3,Financial Planning - M&R,,Capability L3,421-4817-0
396,3.2.10.1.2,Journal Entry to Accounting Close - M&R,"Positions in this function maintain general ledger accounts and related activities for the production of financial statements and reports. Performs account reconciliations and analyses, prepares journal entries and reviews accounting classifications, in accordance with generally-accepted accounting principles. Analyzes and prepares financial statements, including balance sheets and statements of financial position. Involved in the monthly/quarterly ""close"" process. Prepares documentation in support of external and internal audits.The Account for Financial Transactions capability also includes financial accounting for Rx Rebate transactions, budgeting, forecasting and GL posting. The forecasting and budgeting are mainly done to support final rebate decision. The functional team for Rx Rebate process include; Optum Rx Accounting, M&R Financial Planning & Analysis (FP&A), and M&R Accounting.",Capability L2,421-752-0
397,3.2.10.1.2.1,Record and Analyze Transactions - M&R,,Capability L3,421-4818-0
398,3.2.10.1.2.2,Prepare and Analyze Statements and Reports - M&R,,Capability L3,421-4819-0
399,3.2.10.1.2.3,Maintain Financial Systems and Databases - M&R,,Capability L3,421-4820-0
400,3.2.10.1.2.4,Ensure Financial Compliance - M&R,,Capability L3,421-4821-0
401,3.2.10.1.2.5,Support Financial Audits - M&R,,Capability L3,421-4822-0
402,3.2.10.1.3,Financial Reporting & Controls - M&R,Positions in this function research and investigate key business problems through quantitative analyses of financial data. Provides management with statistical findings and conclusions.,Capability L2,421-753-0
403,3.2.10.1.3.1,Assess Impact of Clinical Programs - M&R,,Capability L3,421-4823-0
404,3.2.10.1.3.2,HealthCare Affordability Analytics - M&R,,Capability L3,421-4824-0
405,3.2.10.1.3.3,Forecast and Trend Analysis - M&R,,Capability L3,421-4825-0
406,3.2.10.1.3.4,Perform Standard and Ad Hoc Reporting - M&R,,Capability L3,421-4826-0
407,3.2.10.2,Corporate Responsibility & Compliance - M&R,"The purpose of the Corporate Responsibility and Compliance (CRC) Program is to ensure operational accountability for compliance with the obligations that govern our federal and State business. The CRC Program includes Medicare Compliance, Medicaid Compliance, Audit Management, Regulatory Reporting & Delegated Entity Compliance, Privacy, Investigations, Regulatory Affairs, and Veterans Affairs.",Capability L1,421-727-0
408,3.2.10.2.1,Administer Compliance Program - M&R,"This department is comprised of Medicare and Medicaid regulatory audit management and internal compliance audit management. Responsibilities include, but are not limited to, audit tracking, audit preparation and on-site audit activity support, centralized reporting and PSMG compliance support through various audit related functions.",Capability L2,421-754-0
409,3.2.10.2.1.1,Execute Audit Plan - M&R,,Capability L3,421-4827-0
410,3.2.10.2.1.2,Monitor and Report Findings - M&R,,Capability L3,421-4828-0
411,3.2.10.2.2,Prevent Detect Correct - M&R,"Medicare Compliance:
The Medicare compliance team is comprised of compliance leads working within the business functions of Materials & Fulfillment, Sales & Distribution, Operations, Networks, Clinical, Medicare Program Administration, Finance and Pharmacy. The compliance teams integrate a compliance structure and accountability that aligns with operational leadership and provides oversight to the business to ensure we are meeting and exceeding our regulatory expectations. The team includes a CMS Account Management team that ensures clear points of contact and comprehensive/timely responses to identified issues. The Medicare compliance team will evolve to align with the business.

Medicaid Compliance:
Medicaid Compliance extends across all Medicaid plans and reports into a common structure that facilitates consistency and standardization while allowing flexibility to meet unique plan needs. Compliance Programs are administered at the plan level with each plan having a designated Compliance Officer that aligns with a Regional Compliance Officer. The compliance officer teams integrate a compliance structure and accountability that align with the state and regional leadership and provide oversight to the business to ensure we meet or exceed regulatory expectations.

Government Programs Admin & Delegated Oversight: Responsibilities include ensuring the administration of effective compliance structures and processes are defined, developed and outlined for government programs; and there is effective oversight of inter-segment and third-party relationships, including reporting activities.",Capability L2,421-755-0
412,3.2.10.2.2.1,Regulatory Affairs - M&R,,Capability L3,421-4829-0
413,3.2.10.2.2.2,Reporting Oversight - M&R,,Capability L3,421-4830-0
414,3.2.10.2.2.3,Compliance Program - M&R,,Capability L3,421-4831-0
415,3.2.10.2.2.4,Privacy - M&R,,Capability L3,421-4832-0
416,3.2.10.2.3,Develop Executive Compliance Strategy  - M&R,"UHC Government Programs Investigation’s Compliance Investigations Unit (CIU):
Responsible for investigating member enrollment complaints for all Medicare Plans related to marketing misrepresentation involving UHC Government Programs appointed agents. The Compliance Investigation Unit (CIU) is the source of truth for Medicare Marketing Misrepresentation investigation data and reporting. Compliance Investigation Unit (CIU) is responsible for the investigation of marketing misrepresentations without limitation or exclusion. 

UHC Government Programs Investigation’s Ethics & Integrity Investigations Unit (EIU):
Responsible for investigating suspected ethics and integrity matters. UHC Government Programs EIU is one of the principal points of referral from UHG Ethics & Integrity and other sources for the investigation and reporting of all suspected ethics and integrity incidents within Medicare and Medicaid programs.

UHC Government Programs Investigation’s Special Investigations Unit (SIU):  
Responsible for investigating suspected fraud and abuse matters. UHC Government Programs SIU is one of the principal points of referral for the investigation of all suspected incidents of criminal and civil fraud within Medicare and Medicaid programs. UHC Government Programs SIU is responsible for the management and oversight of any vendor or inter-segment partner related to investigating suspected incidents of fraud and/or abuse within the Medicare and Medicaid programs. UHC Government Programs SIU is responsible for all fraud and abuse reporting with prosecutors, governmental investigative agencies or other regulatory bodies.",Capability L2,421-756-0
417,3.2.10.2.3.1,Broker/ Agent - M&R,,Capability L3,421-4833-0
418,3.2.10.2.3.2,Fraud and Abuse - M&R,,Capability L3,421-4834-0
419,3.2.10.2.3.3,Compliance Ethics - M&R,,Capability L3,421-4835-0
420,3.2.10.2.4,FWA SIU- M&R,,Capability L2,421-6310-0
421,3.2.10.3,Learning & Development - M&R,Assesses and implements learning and manages quality.,Capability L1,421-730-0
422,3.2.10.3..5,Communicate Rewards - M&R,,Capability L3,421-4851-0
423,3.2.10.3.1,Design & Optimize Organization - M&R,"Design and Optimize the Organization aligns the organization to support current and future business strategies. Optimizes resource effectiveness through organizational design, resource planning, workforce management and global sourcing strategies.",Capability L2,421-757-0
424,3.2.10.3.1.1,Organizational Design - M&R,,Capability L3,421-4836-0
425,3.2.10.3.1.2,Resource Planning - M&R,,Capability L3,421-4837-0
426,3.2.10.3.1.3,Workforce Management - M&R,,Capability L3,421-4838-0
427,3.2.10.3.1.4,Global Resource Management - M&R,,Capability L3,421-4839-0
428,3.2.10.3.2,"Acquire, Develop, & Retain Talent - M&R",Acquire Talent focuses on acquiring the talent needed to support current and future business strategies. Includes employee and contractor resources.,Capability L2,421-758-0
429,3.2.10.3.2,Provide Health and Wellness Benefits - M&R,,Capability L3,421-4848-0
430,3.2.10.3.2.1,Define Sourcing Strategy - M&R,,Capability L3,421-4840-0
431,3.2.10.3.2.2,Manage Talent Pipeline - M&R,,Capability L3,421-4841-0
432,3.2.10.3.2.3,Recruit Talent - M&R,,Capability L3,421-4842-0
433,3.2.10.3.2.4,Deploy Talent - M&R,,Capability L3,421-4843-0
434,3.2.10.3.3,Drive Employee Engagement - M&R,"Drive Employee Engagement focuses on assessing employee engagement and building a culture which fosters employee engagement. Includes assessing employee satisfaction, providing managers and employees with tools to manage performance and developing and implementing strategies to foster employee engagement with organization, site and community.",Capability L2,421-759-0
435,3.2.10.3.3.1,Assess Employee Engagement - M&R,,Capability L3,421-4844-0
436,3.2.10.3.3.2,Retain Talent - M&R,,Capability L3,421-4845-0
437,3.2.10.3.3.3,Manage Performance - M&R,,Capability L3,421-4846-0
438,3.2.10.3.4,Deliver Total Rewards - M&R,"Deliver Total Rewards focuses on developing and implementing organizational reward systems including health and wellness benefits, compensation and payroll.",Capability L2,421-760-0
439,3.2.10.3.4.1,Define Reward Strategy - M&R,,Capability L3,421-4847-0
440,3.2.10.3.4.3,Deliver Compensation - M&R,,Capability L3,421-4849-0
441,3.2.10.3.4.4,Process Payroll - M&R,,Capability L3,421-4850-0
442,3.2.10.3.5,Leverage Reporting & Analytics- M&R,,Capability L2,421-6311-0
443,3.2.10.4,Legal - M&R,"Manages legal risk for the organization, oversees litigation, and provides consultation to functional areas of the business.",Capability L1,421-729-0
444,3.2.10.4.1,Manage Legal Risk - M&R,"This capability is devoted to addressing and resolving individual high risk member issues.  Risk issues arise when the enrollee/member or the company perceives that one or more of the partners in the administrative healthcare process is performing (or not performing) in a manner that adversely impacts the enrollee/member financially or in the quality of healthcare services provided.  This capability considers how actions or inactions impact the quality of care, company reputation and compliance requirements and seeks to mitigate any adverse impact to the enrollees/members and the company.",Capability L2,421-761-0
445,3.2.10.4.1.1,Support High Risk Member Issues - M&R,,Capability L3,421-4852-0
446,3.2.10.4.1.2,Quantify Risk Impact - M&R,,Capability L3,421-4853-0
447,3.2.10.4.1.3,Support Risk Impact - M&R,,Capability L3,421-4854-0
448,3.2.10.4.2,Provide Legal Consultation - M&R,This capability provides a lead attorney for key business areas as well as lead subject matter experts.,Capability L2,421-762-0
449,3.2.10.4.2.1,Maintain Legal Expertise - M&R,,Capability L3,421-4855-0
450,3.2.10.4.2.2,Provide Legal Opinion - M&R,,Capability L3,421-4856-0
451,3.2.10.4.2.3,Support Risk Mitigation Activities - M&R,,Capability L3,421-4857-0
452,3.2.10.4.2.4,Maintain Legal Records - M&R,,Capability L3,421-4858-0
453,3.2.10.4.3,Manage Litigation - M&R,"This capability is dedicated to effectively and efficiently resolving legal disputes. Litigation managers coordinate outside counsel to assist with the resolution of complex litigation matters involving members, providers, brokers, and employees. The capability handles a wide variety of litigation matters, including benefit disputes, contract disputes, small claims, medical malpractice litigation and antitrust claims",Capability L2,421-763-0
454,3.2.10.4.3.1,Coordinate Outside Council - M&R,,Capability L3,421-4859-0
455,3.2.10.4.3.2,Resolve Existing Disputes - M&R,,Capability L3,421-4860-0
456,3.2.10.4.3.3,Prevent Future Disputes - M&R,,Capability L3,421-4861-0
457,3.2.10.5,Human Capital - M&R,"This capability develops organization structures for the business, acquires talent, drives engagement, and delivers employee rewards.",Capability L1,421-728-0
458,3.2.10.5.1,Assess Learning Objectives - M&R,"During assessment phase, the learning organization works with the business function to determine the goals. We speak in terms of “terminal” and “enabling” goals. Terminal goals describe measurable objectives; enabling goals support terminal goals.

When agreement on goals is reached, and it is determined that a learning strategy can support the agreement, the learning organization determines an approach that will assist and achieving the desired ends.",Capability L2,421-764-0
459,3.2.10.5.1.1,Identify Organizational Needs - M&R,,Capability L3,421-4862-0
460,3.2.10.5.1.2,Identify Individual Goals - M&R,,Capability L3,421-4863-0
461,3.2.10.5.1.3,Develop Strategy and Plan - M&R,,Capability L3,421-4864-0
462,3.2.10.5.2,Plan & Design Learning - M&R,"During planning and design, the learning organization engages stakeholders and subject matter experts to gather content. Interaction design is performed to ensure optimal delivery. Determinations on in-sourcing or out-sourcing development are also made.",Capability L2,421-765-0
463,3.2.10.5.2.1,Design Learning Programs - M&R,,Capability L3,421-4865-0
464,3.2.10.5.2.2,Gather Training Content - M&R,,Capability L3,421-4866-0
465,3.2.10.5.2.3,Determine Interactions - M&R,,Capability L3,421-4867-0
466,3.2.10.5.3,Learning & Development - M&R,"Development includes all of the activities required to refine subject matter content within the context of the chosen interaction channels (i.e. in-person, online, mentoring, etc.)If development is handled by a vendor, they are supplied with the learning objectives, design, and plan. For enabling goals, test plans are developed at this stage.",Capability L2,421-766-0
467,3.2.10.5.3.1,Develop Training Content - M&R,,Capability L3,421-4868-0
