Nr.,LevelID,Name,Description,Level,Ref ID
245,2.1.8.8.7,Medication Management - UHC,The business capability guiding the most optimal use of medications.,GroupCapability L2,421-5230-0
246,2.1.8.8.8,Plan Selection - UHC,The business capability of supporting optimal plan decisions for individual consumers and their dependents.,GroupCapability L2,421-5880-0
247,2.1.9,Provider and Network Management - UHC,"Provider Management domain encompasses capabilities for supporting network strategy, credentialing, contracting and contract loading. 

It also includes the creation and maintenance of directories, exchange of provider data and managing relations with the providers.",GroupDomain L0,421-1535-0
248,2.1.9.1,Network Development Management - UHC,"Includes Network Strategy, Network Development, Network Adequacy and Network Accessibility",GroupCapability L1,421-1541-0
249,2.1.9.1.1,Network Strategy - UHC,The Network Strategy capability focuses on business planning to create a network that meets product requirements at market levels and aligns to reimbursement models.,GroupCapability L2,421-3496-0
250,2.1.9.1.2,Network Development - UHC,The Network Development capability focuses on the evaluation and identification of provider networks in each market and the remediation of the provider landscape to meet product  requirements and ensures accessibility and adequacy for UHG members.,GroupCapability L2,421-3509-0
251,2.1.9.1.3,Network Adequacy - UHC,"The Network Adequacy capability focuses on the provider adequacy to support the membership,  also to support all product requirements and reimbursement models.",GroupCapability L2,421-3506-0
252,2.1.9.1.4,Network Accessibility - UHC,"The Network Accessibility capability focuses on the networks ability to allow controlled access by all who need it in a timely manner, based on mileage which can be state or geography specific.",GroupCapability L2,421-3521-0
253,2.1.9.2,Provider Contracts Management - UHC,"Includes Contract Language Standardization, Provider Credentialing, End to End Contracting and Contracts Maintenance",GroupCapability L1,421-1545-0
254,2.1.9.2.1,Contract Language Standardization - UHC,The Contract Language Standardization capability focuses on the ability to have all standard contract language available.,GroupCapability L2,421-4886-0
255,2.1.9.2.2,Provider Credentialing - UHC,"The Credentialing capability focuses on the process of reviewing a health professional’s credentials, training, experience and/or demonstrated ability, practice history and medical certification and/or license to determine if UHG should accept them into the network. Credentialing is completed for both physicians and facilities.",GroupCapability L2,421-4887-0
256,2.1.9.2.3,End to End Contracting - UHC,"The End to End Contracting capability focuses on the loading, executing and review of all contracts as well as cascading this information to the  downstream systems. It also includes the connecting of physicians and facilities to the appropriate contract and rates.",GroupCapability L2,421-3501-0
257,2.1.9.2.4,Contract Maintenance - UHC,"The Contracts Maintenance capability focuses on the maintenance of the Contracts data, making amendments, performing provider contract terminations.",GroupCapability L2,421-3505-0
258,2.1.9.3,Provider Demographics Management - UHC,"Includes Demographics Data Collection, Demographics Maintenance and Demographics Data Management",GroupCapability L1,421-1536-0
259,2.1.9.3.1,Provider Demographics Data Collection - UHC,The Demographics Data Collection capability focuses on the initial loading and entering of provider demographic data,GroupCapability L2,421-3502-0
260,2.1.9.3.2,Provider Demographics Maintenance - UHC,"The Demographics Maintenance capability focuses on continued updates to demographics data, and data updates required during provider updating or termination.",GroupCapability L2,421-3518-0
261,2.1.9.3.3,Provider Demographics Data Management - UHC,"The Demographics Data Management capability focuses on the availability, decomposition of data , and outreach to source systems to synchronize the data",GroupCapability L2,421-3851-0
262,2.1.9.4,Provider Reimbursement Rates Management - UHC,"Includes Payment Methodology Configuration , Rates/Fee Schedule Maintenance",GroupCapability L1,421-1550-0
263,2.1.9.4.1,Payment Methodology Configuration - UHC,"Payment Methodology Configuration Capability focuses on setting the initial configuration or making configuration changes for Payment Methodology.  (Payment Methodology includes but is not limited to per visit, per unit and indicates the various ways a provider can be paid)",GroupCapability L2,421-3852-0
264,2.1.9.4.2,Rates & Fee Schedule Maintenance - UHC,Rates/Fee Schedule Maintenance capability focuses on the physical loading and maintenance of the rates and fee schedules.,GroupCapability L2,421-3853-0
265,2.1.9.5,Provider Relationship Management - UHC,"Includes Provider Account Management , Provider Communications & Training , Provider Quality, Performance & Support, Delegated Entities Management",GroupCapability L1,421-1556-0
266,2.1.9.5.1,Provider Account Management - UHC,The Account Management capability focuses on the processes and infrastructure to create targeted communication plans based on a provider relationship with United Health Group and visibility to all communications with providers,GroupCapability L2,421-3523-0
267,2.1.9.5.2,Provider Communications & Training - UHC,"The Communications & Training capability consists of internal communications to operations and physician or facility facing staff within the PSIO and, externally, the capability serves as a face out to the network and focuses on the general and high level communications to providers. Training addresses any general training needs as well as targeted training for a program, policy or initiative.",GroupCapability L2,421-3524-0
268,2.1.9.5.3,"Provider Quality, Performance, Incentives, and Support - UHC","The Provider Quality Performance and Support capability focuses on conducting assessments and gathering voice of the provider, measure the performance and shaping programs to provide the best possible member experience",GroupCapability L2,421-3515-0
269,2.1.9.5.4,Delegated Entity Management - UHC,"The Delegated Entities Management capability focuses on the contracting and oversight of vendors, leased networks and staff that perform administrative services (including credentialing, UM, Claims etc.) on behalf of UHG",GroupCapability L2,421-3512-0
270,2.1.9.6,Provider Networks Analytics & Reporting - UHC,"Includes Provider Networks Data Analysis, Regulatory Reporting, Data Quality Reporting, Transactional Reporting",GroupCapability L1,421-3845-0
271,2.1.9.6.1,Provider Networks Data Analysis - UHC,"The Data Analysis capability focuses on the availability, capture, and decomposition of data and performing analysis of the data.",GroupCapability L2,421-3846-0
272,2.1.9.6.2,Regulatory Reporting - UHC,The Regulatory Reporting capability focuses on the ability to produce all necessary regulatory reporting.,GroupCapability L2,421-3847-0
273,2.1.9.6.3,Data Quality Reporting - UHC,The Data Quality Reporting capability focuses on the ability to produce reports on the quality of the data.,GroupCapability L2,421-3848-0
274,2.1.9.6.4,Transactional Reporting - UHC,The Transactional Reporting capability focuses on the ability to produce reports on all transactions processed.,GroupCapability L2,421-3849-0
275,2.1.9.6.5,Adhoc Realtime Reporting - UHC,"This capability focuses on the ability to produce adhoc reports real time , including regulatory, data quality and transactional reporting.",GroupCapability L2,421-5209-0
276,2.1.10,Financial Management - UHC,"Financial  Management includes capabilities for financial performance management, reconciliation, transaction recording, forecasting, budgeting and financial reporting & analytics",GroupDomain L0,421-3401-0
277,2.1.10.1,Financial Operations Management - UHC,"Overall financial accounting, auditing and reporting operations.",GroupCapability L1,421-1573-0
278,2.1.10.1.1,Financial Performance Planning & Management - UHC,"This capability generate forecasts for sales, SG&A, capital expenditures planning, product line profitability, membership, medical costs, ASO service fee, and other areas of business. It also includes working with key business stakeholders and supporting organization's financial planning and budget planning and analysis. 
Key business problems are researched and investigated through quantitative analyses of financial data and findings are published.  Cost accounting analytics are provided to support pricing model and strategies.",GroupCapability L2,421-1574-0
279,2.1.10.1.1.1,Financial Analysis - UHC,Quantitative and qualitative analysis of financial data to generate insights and plan for future.,GroupCapability L3,421-5154-0
280,2.1.10.1.1.2,Financial Reporting - UHC,Generation and sharing of all financial reports related to planning and analysis.,GroupCapability L3,421-5155-0
281,2.1.10.1.1.3,Financial Planning - UHC,Identifying and implementing all aspects of financial planning (including budget planning),GroupCapability L3,421-5156-0
282,2.1.10.1.2,Financial Transaction Recording - UHC,"This capablity maintains general ledger accounts and related activities for the production of financial statements and reports. Performs account reconciliations and analyses, prepares journal entries and reviews accounting classifications, in accordance with generally-accepted accounting principles. Analyzes and prepares financial statements, including balance sheets and statements of financial position. Includes the monthly/quarterly ""close"" processing, prepares documentation in support of external and internal audits as well as government reporting.Includes financial accounting for Rx Rebate transactions, budgeting, forecasting and GL posting. (FP&A), and UHC segment Accounting.",GroupCapability L2,421-1575-0
283,2.1.10.1.2.1,Transactions Recording and Analysis - UHC,"Intake of the data, standardization and tagging the transactions based on pre-defined structure. Tagged data is exchanged between financial and non financial systems.This capablity maintains general ledger accounts and related activities for the production of financial statements and reports. It also includes account reconciliations and analyses, prepares journal entries and reviews accounting classifications, in accordance with generally-accepted accounting principles.",GroupCapability L3,421-5157-0
284,2.1.10.1.2.2,Statement Reports Preparation and Analysis - UHC,"Analyzing and preparing financial statements, including balance sheets and statements of financial position. This Includes monthly, quarterly and yearly ""close"" processing,",GroupCapability L3,421-5158-0
285,2.1.10.1.2.3,Financial Audit - UHC,"Performing or supporting audit on financial operations data, systems and processes. Audits could be external or internal.",GroupCapability L3,421-5184-0
286,2.1.10.1.3,Financial Compliance - UHC,"Capability to handle all finance related compliance requirements, implementation and control functions.",GroupCapability L2,421-5159-0
287,2.1.10.1.4,Financial Audit - UHC,Conducting and/or supporting all internal and external audits and communicating the findings.,GroupCapability L2,421-5160-0
288,2.1.10.1.5,Analysis/Financial Decision Support - UHC,This capability includes researching and investigating key business problems through quantitative analyses of financial data. Provides management with statistical findings and conclusions. Includes the communication to billing and A/R operations for the actions required based on the results of the financial decision support.,GroupCapability L2,421-5161-0
289,2.1.10.1.5.1,Operations Reporting & Analytics - UHC,Creating and analyzing all reports related to manage the day to day operations,GroupCapability L3,421-5162-0
290,2.1.10.1.5.2,Decision Oversight - UHC,Providing guidance to different operational areas on finance related questions,GroupCapability L3,421-5163-0
291,2.1.10.1.6,Self Insured Reimbursement - UHC,,GroupCapability L2,421-6379-0
292,2.1.10.1.6.1,Self Insured Accounting,Banking and Accounting Capabilities to support self insured arrangements,GroupCapability L3,421-6405-0
293,2.1.10.1.6.2,Reinsurance Management - UHC,"Stop Loss, Reinsurance or other liability sharing arrangements and supporting capabilities.",GroupCapability L3,421-6406-0
294,2.1.10.2,Financial Reconciliation - UHC,"Reconciling internal systems and the transactions  for revenue reported, cash received, receivable balance, membership and claims.",GroupCapability L1,421-5148-0
295,2.1.10.2.1,Revenue Reconciliation - UHC,"Reconciliation of the premiums billed, revenue reported from governmental bodies and other revenues; determines receivable anticipated.",GroupCapability L2,421-5149-0
296,2.1.10.2.2,Cash Reconciliation - UHC,Reconcile Cash supports the ability to compare and reconcile cash received and applied to revenue amounts determined within the revenue reconciliation.,GroupCapability L2,421-5150-0
297,2.1.10.2.3,Receivable Balance Reconciliation - UHC,Reconcile the difference between revenue reported  and the cash received ; determines bad debt expense and write off allowed; tracking aging of the receivables.,GroupCapability L2,421-5151-0
298,2.1.10.2.4,Membership Reconciliation - UHC,"Reconciling  the member counts in the ledger for doing the PMPM trends, forecast and comparison.",GroupCapability L2,421-5152-0
299,2.1.10.2.5,Claims Reconciliation - UHC,"Reconciling the claims expense balance, capitation, the ledger, and liabilities and expense for the reserving.",GroupCapability L2,421-5153-0
300,2.1.11,Information Services - UHC,"Information Services domain contains capabilities for storage, computing, distribution, and communication for the information required by all or some part of an enterprise.  The domain encompasses infrastructure management, application management, business perspective, service support   and security management.",GroupDomain L0,421-1567-0
301,2.1.11.1,Infrastructure Management - UHC,"Infrastructure Management capability manages composite hardware, software, network resources and services required for the existence, operation and management of an enterprise IT environment. It allows our organization to deliver IT solutions and services to its employees, partners and/or customers.",GroupCapability L1,421-1571-0
302,2.1.11.2,Service Delivery - UHC," Service delivery capability establishes standards, policies and constraints  to guide the design, development, testing, deployment, operation and retirement of services.",GroupCapability L1,421-3491-0
303,2.1.11.2.1,System & Integration Testing- UHC,"System & Integration Testing involves the overall testing of a complete system of many subsystem components or elements. The system under test may be composed of hardware, or software.It includes various type of testing such as performance,  volume/ load performance, stress.",GroupCapability L2,421-6380-0
304,2.1.11.2.2,Security Testing- UHC,"Security testing is a process intended to reveal flaws in the security mechanisms of an information system that protect data and maintain functionality as intended.Typical security requirements may include specific elements of confidentiality, integrity, authentication, availability, authorization and non-repudiation.
This includes penetration Testing and vulnerability Assessment.",GroupCapability L2,421-6381-0
305,2.1.11.2.3,Business & User Acceptance Testing- UHC,"Business & user acceptance testing is a phase of the software testing process. During this testing software users test the software to make sure it can handle required tasks in real-world scenarios, according to specifications.",GroupCapability L2,421-6382-0
306,2.1.11.2.4,Business Process and Integration Testing- UHC,Business process and integration is the act of verifying end-to-end business process. It is performed step-by-step to confirm that all business rules are working correctly and when any deviation is found the defects are logged.,GroupCapability L2,421-6383-0
307,2.1.11.3,Security Management - UHC,"Security Management capability is the foundational building block of our security strategy and enables our organization to deploy and scale a wide range of security solutions. It delivers visibility into potential risks,  accelerates the detection of  threat, and can significantly reduce the overhead, complexity and costs associated with security deployments.",GroupCapability L1,421-1570-0
308,2.1.11.4,Application Management - UHC,"Application Management capability encompasses managing the operation, maintenance, versioning and upgrading of an application throughout its life cycle.",GroupCapability L1,421-1569-0
309,2.1.11.5,Business Perspective - UHC,,GroupCapability L1,421-1568-0
310,2.1.11.6,Service Support - UHC,,GroupCapability L1,421-3492-0
311,2.1.12,Organizational Support - UHC,"Organizational Support domain includes capabilities that support the business directly or indirectly. It includes Corporate Finance, Regulatory & Compliance, Legal Support, HR, Issue Management and Data, Reporting & Analytics.",GroupDomain L0,421-1572-0
312,2.1.12.1,Corporate Finance - UHC,"Financial accounting, filing, auditing and reporting at the corporate level.",GroupCapability L1,421-3488-0
313,2.1.12.2,Regulatory Compliance & Management- UHC,Provide capabilities and services to ensure regulatory compliance.,GroupCapability L1,421-1579-0
314,2.1.12.2.4,Regulatory Compliance Strategy & Administration - UHC,"This capability includes developing compliance strategy, supporting compliance training and education, managing program administration activities and generating score cards and reporting",GroupCapability L2,421-6055-0
315,2.1.12.2.5,Regulatory Operations Support - UHC,"This capability includes regulatory consultation, DOI complaints case management, regulatory form filings like provider contract templates, product form filings and Licensing.",GroupCapability L2,421-6056-0
316,2.1.12.2.5.1,Regulatory Consultation - UHC,"This capability includes providing regulatory consultation, support and guidance for any and all regulatory matters and resolving inquiries with state regulators.",GroupCapability L3,421-6062-0
317,2.1.12.2.5.2,Complaints Case Management - UHC,This capability includes resolving and managing DOI complaints,GroupCapability L3,421-6063-0
318,2.1.12.2.5.3,Licensing - UHC,"This capability includes assessing state requirements for licensing, preparing, managing and tracking licensing filings",GroupCapability L3,421-6064-0
319,2.1.12.2.5.4,Regulatory Form Filings - UHC,"This capability includes building, submitting and publishing product form filings, provider contract language templates and regulatory filing reports",GroupCapability L3,421-6065-0
320,2.1.12.2.6,Compliance Risk & Change Management - UHC,"This capability includes Compliance Risk Management, compliance management at federal and state levels and regulatory intake and change management.",GroupCapability L2,421-6057-0
321,2.1.12.2.6.1,Compliance Risk Management - UHC,"This capability includes conducting compliance risk assessments, directing risk remediation activities, and managing CAP correction activities.",GroupCapability L3,421-6066-0
322,2.1.12.2.6.2,Federal Compliance Management - UHC,"This capability includes understanding federal mandates, determining impacts, providing guidance alerts to business areas including consultation.",GroupCapability L3,421-6067-0
323,2.1.12.2.6.3,State Compliance Management - UHC,"This capability includes understanding state laws, regulations and mandates, creating and publishing legislative bulletins, assessing mandate impacts and overseeing compliance adherence.",GroupCapability L3,421-6068-0
324,2.1.12.2.7,Compliance Audit - UHC,This capability includes Internal compliance audit as well as regulatory agency audits such as market conduct exams and financial exams.,GroupCapability L2,421-6058-0
325,2.1.12.2.7.1,Regulatory Agency Audit - UHC,"This capability includes managing state regulator site visits and investigations, preparing for the audits and managing draft and final reports sent to states",GroupCapability L3,421-6069-0
326,2.1.12.2.7.2,Internal Compliance Audit - UHC,This capability includes planning and conducting internal audits and overseeing and tracking of resolution of internal audit findings.,GroupCapability L3,421-6070-0
327,2.1.12.2.8,Ethics & Privacy Management - UHC,"This capability includes consultation and support for Ethics & Privacy training, communications, materials, Privacy investigations, individual rights, audits and issues.",GroupCapability L2,421-6059-0
328,2.1.12.3,Legal Services & Support - UHC,Provider legal support and consultation support to the organization.,GroupCapability L1,421-1583-0
329,2.1.12.3.3,Legal Consultation - UHC,"This capability includes providing legal consultation for provider contract negotiations, marketing and advertisements. Includes  benefit ops and clinical legal support.",GroupCapability L2,421-1586-0
330,2.1.12.3.4,Pre-Litigation & Litigation Management - UHC,"This capability includes conducting legal discovery, resolving and closing pre-litigation and litigation cases, tracking and generating reporting, managing billing for subpoenas and supporting large legal cases.",GroupCapability L2,421-1587-0
331,2.1.12.3.5,Regulatory Research Support - UHC,"Support capability that includes conducting research, compiling information, assessments and recommendations",GroupCapability L2,421-6060-0
332,2.1.12.4,Human Capital Management - UHC,Provide human resources capabilities and services.,GroupCapability L1,421-1588-0
333,2.1.12.4.1,Organizational Design - UHC,"Organizational design is the strategic mission for HR. HR closely works with senior management, analyzes entire organization and creates the proposal for design. This design connects processes and areas in a meaningful system.  This capability is critical for the success of the organization as it eliminates double work and makes processes and decisions smooth across the entire organization.",GroupCapability L2,421-1589-0
334,2.1.12.4.2,Talent Acquisition - UHC,"Creating and implementing talent acquisition plan to find future specialist, leaders and executives for the company.",GroupCapability L2,421-1590-0
335,2.1.12.4.3,Employee Engagement - UHC,"Employee engagement is an approach that results in providing the  right conditions to all employees to give their best each day, committed to organizations goals and values, and motivated to contribute to organizational success. Employee engagement is based on trust, integrity, two way commitment and communication between our organization and its members.",GroupCapability L2,421-1591-0
336,2.1.12.4.4,Talent Development - UHC,"Talent Development capability is attracting, developing, motivating, and retaining productive, engaged employees. The goal of this capability is to create a high-performance, sustainable organization that meets its strategic and operational goals and objectives.",GroupCapability L2,421-1592-0
337,2.1.12.4.5,Deliver Total Rewards - UHC,"Strategy, optimization, design and implementation of total rewards program for employees.",GroupCapability L2,421-1593-0
338,2.1.12.5,"Data, Reporting & Analytics - UHC",Provide consistent and accurate data reporting and analytics to the enterprise.,GroupCapability L1,421-3490-0
339,2.1.12.5.1,Operational Reporting - UHC,Provide consistent and accurate operational reporting.,GroupCapability L2,421-5894-0
340,2.1.12.5.2,Analytical Reporting - UHC,Provide consistent and accurate analytical reporting.,GroupCapability L2,421-5895-0
341,2.1.12.5.3,"Legal, Regulatory and Compliance Data Analytics & Reporting- UHC",This capability includes data analysis and generation of adhoc and standard reports and metrics for LCRA,GroupCapability L2,421-6072-0
342,2.1.12.5.4,Healthcare Economics - UHC,Encompasses the data analytical and reporting capabilities,GroupCapability L2,421-6403-0
343,2.1.12.6,Communications - UHC,Provide internal and external communications support.,GroupCapability L1,421-3489-0
344,2.1.12.7,Issue Management- UHC,Issue management capability manages end to end process for  identifying and resolving issues.,GroupCapability L1,421-5897-0
345,2.1.12.7.1,Issue Identification - UHC,"The capability of identifying, capturing and/or gathering information for a constituent issue/case in order to then proceed to the evaluation and analysis of an issue.",GroupCapability L2,421-6074-0
346,2.1.12.7.2,Issue Evaluation - UHC,"Analysis and research efforts to determine actions and resolutions for a constituent issue.  This includes determining validity of issue, determination of impacted parties, research and documentation on root cause and any other activities that occur after having gathered relevant supporting evidence and before taking action on resolution or communicating with constituents.",GroupCapability L2,421-6077-0
347,2.1.12.7.3,Issue Corrective Action Implementation - UHC,"Putting into place systems, processes, fixes or updates in order to resolve a constituent issue.   This occurs after all information gathering and analysis has already occurred and may be followed by communication within the company and/or with constituents.",GroupCapability L2,421-6078-0
348,2.1.12.7.4,Issue Monitoring and Review - UHC,"Viewing constituent issues through a report, alerts, emails, dashboards or through other means.  This can include real-time monitoring, the creation of ad-hoc or standardized reports and any other means of being informed of current or past issues.",GroupCapability L2,421-6079-0
