Nr.,LevelID,Name,Description,Level,Ref ID
449,2.2.6.4.1.4,Health & Wellness Case Management - Optum,Delivery of health coaching programs to members to enable healthier lives. Ex. Tobacco cessation or healthy first steps,GroupCapability L3,421-3699-0
450,2.2.6.4.1.5,Prescription Case Management - Optum,Pharmaceutical Case Management services involve physicians and pharmacists working together to help patients use their medications safely and effectively,GroupCapability L3,421-3700-0
451,2.2.6.4.2,Care Coordination - Optum,"The deliberate organization of patient care activities among two or more participants to facilitate the appropriate services. This involves marshaling personnel and other resources to carry out all care activities, which are often managed by the exchange of information among participants responsible for different aspects of the care.  Generally involve coordination of services related to a complex, longer-term episode.",GroupCapability L2,421-3681-0
452,2.2.6.4.2.1,Community Services Coordination - Optum,"Medical Social Workers will coordinate with you and your family in accessing community resources within your area. All of us have a right to direct and convenient access to health services that we need to better our health and speed up our recovery.

These are the support services that our team can provide:

-Rehabilitation Planning
-Assistance in Acquiring Medical Supplies and Equipment
-Supportive Case Management
-Parenting Advice and Coaching
-Grief Counseling
-Community Resource Coordination
-Providing Guidance on Healthcare Policy
-Coordination of Follow-Up Medical Check-Ups or Treatment
-Private Counseling Services for the Patient
-Psychosocial Assessments
-Arranging Inpatient Care or Outpatient Care",GroupCapability L3,421-3701-0
453,2.2.6.4.2.2,Provider Coordination - Optum,Referrals among providers to support care delivery.  Ex. Primary care referral to specialty care (endocrinologist),GroupCapability L3,421-3702-0
454,2.2.6.4.2.3,Home Care Coordination - Optum,"Delivery Venue (Office, Home, E/V-visit, Lifestyle Center):",GroupCapability L3,421-3703-0
455,2.2.6.4.2.4,Caregiver Coordination - Optum,Medical Social Workers will coordinate with your & your caregiver in accessing community resources within your area.  Caregivers are people who care for someone who is sick or disabled.,GroupCapability L3,421-3704-0
456,2.2.6.4.2.5,Case Management Coordination - Optum,"Coordination of care in a provider setting, generally facilitated by a nurse on behalf of a provider to ensure adherence to a care plan",GroupCapability L3,421-3705-0
457,2.2.6.4.2.6,Utilization Management Coordination - Optum,"The Utilization Review Coordinator serves as a leader resource in the utilization review process. They collaborate with physicians and other members of the hospital team to promote and adhere to regulatory compliance to include collection of evidence based quality indicator-compliance with quality before discharge. Understand the different levels of reviews and retrospective reviews such as RAC, MAC, and KEPRO.

The Utilization Review Coordinator, coordinates and conducts initial, concurrent, and retrospective medical necessity reviews. Provides reports and communication to the QAPI/Safety Coordinator, Clinical Staff, and Physicians. Assists as needed in the preparation, readiness, and survey follow-ups as needed.",GroupCapability L3,421-3706-0
458,2.2.6.4.2.7,Ancillary Provider Coordination - Optum,"Coordination or between PCP and specialty care ( ENDO, ONC, PT, OT, etc... & vise-versa )

A Medicare (US) term for professional services provided by a hospital or other inpatient health program. As may provide a source of increased revenues and facilitate the flow of information regarding patient management.",GroupCapability L3,421-5472-0
459,2.2.6.4.3,Consumer Care Plans - Optum,"The function responsible for managing content used by all stakeholders to define multiple actions for the various conditions or issues identified for the target of the plan.    This includes the structure through which goals and care planning activities are organized, communicated and checked for completion.  Generally involves long-term and/or chronic conditions.",GroupCapability L2,421-3682-0
460,2.2.6.4.3.1,Common Care Plan - Optum,"A shared care plan/treatment plan. Ex. Plan of Care (ICUE (internal to UHG only) or an integrated health record (a shared treatment plan with external providers and internal UHG clinicians)

Plan of Care ( POC ) within I-CUE",GroupCapability L3,421-3707-0
461,2.2.6.4.3.2,Case-Specific Care Plan - Optum,"Transplant, Oncology  or High Risk Pregnancy.person

A patient that receives services has an individualized, personalized plan for their supports, formal and informal. The plan is created with the assistance of a person’s Case Manager. The plan identifies the supports the person has chosen to use, the person’s intention or desired outcomes of their supports, who is responsible for the supports, and, how and when those supports will be reviewed for effectiveness. The plan acts as a bridge from the Independent Living Assessment (ILA) to the actual delivery of support services.",GroupCapability L3,421-3708-0
462,2.2.6.4.4,Complex Case Management - Optum,"Complex Case management is the coordination of care and services provided to eligible members who have experienced a critical event, complex diagnosis and/or multiple co-morbidities that requires extensive use of resources, and who may need help navigating the system to facilitate appropriate delivery of care and services. The goal of CCM is to help members regain optimum health or improved functional ability, in the right setting and in a cost effective manner.

Processes Currently Defined:
- High level of care coordination.
- Getting people to correct clinics specializing on certain treatments",GroupCapability L2,421-5498-0
463,2.2.6.4.4.1,Complex Medical Case Management - Optum,,GroupCapability L3,421-5906-0
464,2.2.6.4.4.2,Complex Behavioral Case Management - Optum,,GroupCapability L3,421-5907-0
465,2.2.6.4.4.3,Complex Alternative Treatment Case Management - Optum,,GroupCapability L3,421-5908-0
466,2.2.6.4.4.4,Complex Health And Wellness Case Management,,GroupCapability L3,421-5909-0
467,2.2.6.4.4.5,Complex Prescription Case Management - Optum,,GroupCapability L3,421-5910-0
468,2.2.6.4.5,Health Wellness & Prevention - Optum,"Health, Wellness & Prevention - Proactively reaching out to healthy patients through education and programs with a purpose of preventing chronic disease and sustaining good health and well-being, and building long-term patient loyalty.

Examples: Group education weight loss, behavioral, aging, social media, similar needs or interests. Facilitating insight and awareness.  Keeping healthy people healthy. Immunizations, Blood Pressure Screenings, Mammograms, Colonoscopies, Osteoporosis screenings, having the ability to ""self-order"" and schedule screening tests.",GroupCapability L2,421-5477-0
469,2.2.6.5,Utilization Management - Optum,"Action taken to ensure that members receive care that provides the best possible outcome.  Monitoring care, working with providers and intervening as necessary to ensure that members receive the right care in the right setting for their particular situation.",GroupCapability L1,421-3667-0
470,2.2.6.5.1,Health Services Intake Management - Optum,"The business capability by which communication from providers regarding care or services for consumers is documented.  The process of taking in, documenting, review and routing of  information for the purposes of making and tracking decisions related to the provision of health services.",GroupCapability L2,421-3677-0
471,2.2.6.5.1.1,Notification Management - Optum,The functional capability that is responsible for managing the cost containment measure that provides full payment of health benefits only if the hospitalization or medical treatment has been approved in advance along with the corresponding referrals and notifications.,GroupCapability L3,421-3806-0
472,2.2.6.5.1.2,Pre-Certification Management - Optum,"The functional capability that is responsible for conducting the authorization for proposed services that meet the clinical requirements for medical necessity, appropriateness, level of care, or effectiveness under the provisions of the applicable health benefits plan.",GroupCapability L3,421-3807-0
473,2.2.6.5.1.3,Provider Referral Management - Optum,The functional capability that is responsible for managing the formal process that authorizes a formal recommendation by a provider for a person to be evaluated or receive care from a different physician or facility.,GroupCapability L3,421-3808-0
474,2.2.6.5.2,Clinical Coverage Review - Optum,"The business capability which includes administrative, non-clinical, medical director and clinical decision process that use relevant administrative and clinical information for the purpose of determining whether to approve benefit coverage for services being requested. The value is to influence care before any services are rendered.",GroupCapability L2,421-3678-0
475,2.2.6.5.2.1,Coverage Determination - Optum,The functional capability that is responsible for making coverage associated decision by thorough review of relevant information for the purpose of determining whether to approve benefit coverage or to provide certification for services being requested.,GroupCapability L3,421-3809-0
476,2.2.6.5.2.2,Medical Necessity Confirmation - Optum, Confirm that the service is necessary as a result of a medical condition.,GroupCapability L3,421-3810-0
477,2.2.6.5.2.3,Retrospective Review - Optum,The functional capability that is responsible for conducting an administrative or clinical review after services have been provided or when a patient is discharged prior to approving the next course of stay; also called post service.,GroupCapability L3,421-3811-0
478,2.2.6.5.2.4,Benefits Validation - Optum,"Ensure the consumer has the appropriate benefits and qualifications for a requested/received service, clinical program or product.",GroupCapability L3,421-3812-0
479,2.2.6.5.2.5,Clinical Appeals and Grievances,Appeals and Grievances,GroupCapability L3,421-5889-0
480,2.2.6.5.3,Inpatient Care Management - Optum,The business capability that promotes efficient execution of a physician’s treatment plan to ensure optimal and timely treatment throughout the course of a hospital stay.,GroupCapability L2,421-3679-0
481,2.2.6.5.3.1,Medical Utilization Management - Optum,"The functional capability responsible for managing the admission, extension of stay, or other health care service.",GroupCapability L3,421-3813-0
482,2.2.6.5.3.2,Discharge Planning Facilitation - Optum,"To facilitate discharge planning needs. They determine what services are needed to be in place for the [member] to transition to the next level of care.

Discharge planning care coordination makes sure that patients leaving the facility (hospital, clinic, SNF, LTACH, sub-acute, etc.) will be able to continue their recovery from home or wherever they're going. Teamwork and communication skills are essential. The coordinator must consult with many different health professionals to ensure that the patient is ready for discharge. Some discharge coordinators educate and train patients, family members and other health-care professionals in the use of equipment. Transition Care Coordination takes several forms to achieve successful transition for the patient to the next level of care. (Telephonic, in-person, or through contracted vendor)",GroupCapability L3,421-3814-0
483,2.2.6.5.3.3,Census Management - Optum,The functional capability responsible for executing management of the number of patients in a facility at a given point of time.,GroupCapability L3,421-3815-0
484,2.2.6.5.3.4,Hospital Extending Services - Optum,"The process of approving and managing Inpatient stay in an Acute, TCU or SNF facility

The ability to provide extended services for members post dis-charge in a in-member setting.

Hospital extending Services - Optum",GroupCapability L3,421-5888-0
485,2.2.6.5.4,Repatriate Patients - Optum,"The process of moving / transporting a patient from an out of network, non-contracted facility to an in-network, contracted facility post stabilization",GroupCapability L2,421-5390-0
486,2.2.6.6,Program Design - Optum,"The Program Design business capability is an approach that drives optimal alignment between the clinical-based programs, product development, and value they deliver to the market place.  Value is quantified in terms of the monetization of programs (e.g. expected cost savings), adherence to clinical practice standards and expected health outcomes (aggregate improvement in health outcomes within a population).",GroupCapability L1,421-3666-0
487,2.2.6.6.1,Program Definition - Optum,"The business capability incorporating actions and an approach that, together, result in the creation of a set of activities and/or services that deliver measurable health and/or wellness value to constituent(s).",GroupCapability L2,421-3674-0
488,2.2.6.6.1.1,Clinical Standards Management - Optum,"Interpret Regulatory guidelines - Regulatory inputs are critical for Medical Policy Management, as the types and weighting of different guidelines vary by segment.   This includes guidelines from the federal government, state governments and accreditation agencies.  In some cases government inputs require interpretation by UHG clinicians, this capability covers that type of review and clinical interpretation. This does NOT include accommodating clauses requested by specific customer; that would become an issue of coverage and therefore part of benefit administration.  However, this capability would include medical review of clauses to ensure they comply with applicable regulations.

Integrate Evidence Based Medicine guidelines - Medical policy input based on observations on the most effective, economical outcomes.  This is typically an input based on internal analysis UHG's claims history and outcomes, however external evidence may also be considered (for example based on medical partnerships).",GroupCapability L3,421-3691-0
489,2.2.6.6.1.2,Clinical Model of Care Management - Optum,"Enterprise Models of Care – This is the overall model of care for member interaction approach and general direction for United Health Group based on the Healthier Lives Model. 

Commercial Model of Care – This is for the specific population subset model of care for Commercial adopting concepts from the Enterprise Model of Care.

Medicaid Model of Care – This is the specific population subset model of care for Medicaid adopting concepts from the Enterprise Model of Care. 

Medicare Model of Care – This is for the specific population subset model of care for Medicare adopting concepts from the Enterprise Model of Care.",GroupCapability L3,421-3692-0
490,2.2.6.6.1.3,Clinical Content Management - Optum,"The creation and management of content for consumers or nurses that support the care interventions.  These include the following:

 - Interventions Steps
 - Clinical Talking Points
 - Consumer Education Materials
 - Care pathway prioritization indicators",GroupCapability L3,421-3693-0
491,2.2.6.6.1.4,Propensity Modeling & Segmentation - Optum,"Turning in-depth consumer data into a unified and actionable understanding that informs the following:

 - Marketing Activation
 - Investment Prioritization
 - Product and Service Development
 - Customer Loyalty
 - Business Strategy
 - Consumer Engagement and Change

Propensity Modeling – Analyzing the drivers for a consumer’s likelihood to engage within a clinical model.

Segmentation: Defining and sub-dividing a large homogeneous market into clearly identified segments having similar needs, wants,  or demand groupings.

Typically based on the PAM score.",GroupCapability L3,421-3694-0
492,2.2.6.6.1.5,Operational Model Management - Optum,"Medical Guidelines and best practices on their own are theoretical.  This capability covers work to implement these policies across the organization.  This includes consistency in communication, clinical decision making, operations and interfaces with other domains.  This also includes setting and overseeing relevant standards of third parties that are in support of Optum programs that pertain to the delivery of clinical services and clinical programs for Optum members.",GroupCapability L3,421-3695-0
493,2.2.6.6.2,Identification Rules - Optum,"The functional capability responsible for administering a common identification of a member across all digital shared information.  The ""Golden Record"". (MDM)",GroupCapability L2,421-3675-0
494,2.2.6.6.3,Stratification Rules - Optum,"The functional capability responsible for gathering the results of various analytical tool methods which compare and contrast consumers with similar clinical circumstances to determine relative risk, cost, gaps in care, etc.",GroupCapability L2,421-3676-0
495,2.2.6.6.4,Formulary Management - Optum,Manage the OptumRx formulary strategy ( Optum RX),GroupCapability L2,421-5331-0
496,2.2.6.6.4.1,Formulary Strategy Management - Optum,"Manage the OptumRx formulary strategy to address internal and external business drivers.  Includes improving OptumRx margins, providing the lowest net cost to clients, and addressing specific benefit and utilization strategies driven by the marketplace.",GroupCapability L3,421-5332-0
497,2.2.6.6.4.2,Independent Review & Oversight - Optum,"Use of independent healthcare professionals to review and approve formulary and other program decisions.  Ensures that all such decisions, e.g. specific formulary exclusions, can be supported by sound clinical reasoning.",GroupCapability L3,421-5333-0
498,2.2.6.6.5,Delegation Audits - Optum,"The process where the Health Plan conducts an audit of the RBE to ensure compliance with the delegation of services agreement.  Includes review of functions such as authorization processing, clinical decision making, appeal/grievance processing, member communications, etc.",GroupCapability L2,421-5389-0
499,2.2.6.7,Integrated Health Profile - Optum,"Single source of member health information, containing all care related information (medical, behavioral and pharmaceutical).

A capability allowing Optum access to a 360˚ lifetime view of individual consumer’s demographics, preference, and clinical information",GroupCapability L1,421-5777-0
500,2.2.6.7.1,Health Data Integration and Exchange - Optum,"The ability to share relevant and timely health information across the entire Healthcare landscape in a secure and efficient manner to help improve outcomes. Sharing data across a multitude of Clinicians and Providers.

Examples: Discharge current medication and PCP follow up visit within 5 days to avoid readmission. Scheduling, EMR, PM, Pharmacy, Case Management Systems",GroupCapability L2,421-2753-0
501,2.2.6.7.1.1,Direct Exchange - Optum,"(Per healthit.gov) Directed exchange is used by providers to easily and securely send patient information—such as laboratory orders and results, patient referrals, or discharge summaries—directly to another health care professional. This information is sent over the internet in an encrypted, secure, and reliable way amongst health care professionals who already know and trust each other, and is commonly compared to sending a secured email. This form of information exchange enables coordinated care, benefitting both providers and patients. For example:

A primary care provider can directly send electronic care summaries that include medications, problems, and lab results to a specialist when referring their patients. This information helps to inform the visit and prevents the duplication of tests, redundant collection of information from the patient, wasted visits, and medication errors.
Directed exchange is also being used for sending immunization data to public health organizations or to report quality measures to The Centers for Medicare & Medicaid Services (CMS).",GroupCapability L3,421-5395-0
502,2.2.6.7.1.2,Query Based Exchange - Optum,"(per healthit.gov) Query-based exchange is used by providers to search and discover accessible clinical sources on a patient. This type of exchange is often used when delivering unplanned care. For example:

Emergency room physicians who can utilize query-based exchange to access patient information—such as medications, recent radiology images, and problem lists—might adjust treatment plans to avoid adverse medication reactions or duplicative testing.
If a pregnant patient goes to the hospital, query-based exchange can assist a provider in obtaining her pregnancy care record, allowing them to make safer decisions about the care of the patient and her unborn baby.",GroupCapability L3,421-5396-0
503,2.2.6.7.1.3,Consumer Mediated Exchange - Optum,"(per healthit.gov) Consumer-mediated exchange provides patients with access to their health information, allowing them to manage their health care online in a similar fashion to how they might manage their finances through online banking. When in control of their own health information, patients can actively participate in their care coordination by:

Providing other providers with their health information
Identifying and correcting wrong or missing health information
Identifying and correcting incorrect billing information
Tracking and monitoring their own health1",GroupCapability L3,421-5397-0
504,2.2.6.7.1.4,Electronic Personal Health Record Exchange - Optum,"HIE electronic exchange of PHR ( Personal Health Record )

Enabling bi-directional sharing of member medical information.

Leveraging PCCM technology.

Support Optum Gov Solutions (OMMS, Direct to State, Business)

HIE: Health information exchange (HIE) is the ability to collect and synthesize EMR data electronically across multiple organizations within a region, community or state. This information is collected and lands within a cloud-based platform to allow the sharing of patient information enabling a patient centric, holistic approach of care delivery.",GroupCapability L3,421-5471-0
505,2.2.6.9,ARCHIVE - Optum Clinical,These are archive parts of the model that should be considered for deletion,GroupCapability L1,421-5473-0
506,2.2.7,Manage Providers - Optum,"The Manage Provider Domain addresses all aspects of provider management from credentialing thru network management, ePrescribing to effectiveness and efficiency and compliance.    Manage Providers supports the activity of credentialing, contracting with, and pricing the claims of, physicians, hospitals, facilities, and other entities that provide services to better the health of our members.",GroupDomain L0,421-2388-0
507,2.2.7.1,Manage Provider and Network Lifecycle - Optum,"Model, design and monitor networks to align to organizational strategies.  Measure by contractual, regulatory requirements and performance.  This includes:
- Definition of network strategies and network designs based on marketplace needs.   
- Creation of quality standards and the approach and related key performance indicators the will be used to measure them
- Operational work required for ongoing monitoring and oversight of performance, supporting all stakeholders (provider, customer)",GroupCapability L1,421-2689-0
508,2.2.7.1.1,Manage Provider Credentials - Optum,Maintain and manage the provider credentials.,GroupCapability L2,421-2775-0
509,2.2.7.1.1,Network Strategy - Optum,"Definition of the strategy, goals and guiding principles for networks.  This covers things like evaluation of customer needs, development of reimbursement strategies, analysis of existing and potential network coverage against expected service needs.

Network Strategy Focus Areas:
- Network Adequacy
- Network Accessibility
- Contracting Strategy
- Steerage Strategy & Goals
- Reimbursement & Payment Strategies",GroupCapability L2,421-5768-0
510,2.2.7.1.1.1,Network Adequacy,"The Network Adequacy capability focuses on the provider adequacy to support the membership, also to support all product requirements and reimbursement models.",GroupCapability L3,421-6365-0
511,2.2.7.1.1.1,Manage Sanctioned Providers - Optum,Management of provider data to ensure non-payment of claims submitted by pharmacy providers that have been sanctioned by a government entity and ineligible to participate in government programs.,GroupCapability L3,421-5334-0
512,2.2.7.1.1.2,Network Accessibility,"The Network Accessibility capability focuses on the networks ability to allow controlled access by all who need it in a timely manner, based on mileage which can be state or geography specific.",GroupCapability L3,421-6366-0
513,2.2.7.1.1.3,Contracting Strategy,,GroupCapability L3,421-6367-0
514,2.2.7.1.1.4,Steerage Strategy & Goals,,GroupCapability L3,421-6368-0
515,2.2.7.1.1.5,Reimbursement & Payment Strategies,,GroupCapability L3,421-6369-0
516,2.2.7.1.2,Network Development - Optum,The Network Development capability focuses on the evaluation and identification of provider networks in each market and the remediation of the provider landscape to meet product requirements.  This capability also defines the standards and approach used to measure provider and network quality.,GroupCapability L2,421-5769-0
517,2.2.7.1.2,Manage Provider Contracting - Optum,Maintain contracting data for providers.,GroupCapability L2,421-2777-0
518,2.2.7.1.2.1,Pricing Models,,GroupCapability L3,421-6370-0
519,2.2.7.1.3,Network Adequacy - Optum,"The Network Adequacy capability focuses on the provider adequacy to support the membership, also to support all product requirements and reimbursement models.",GroupCapability L2,421-5770-0
520,2.2.7.1.3,Manage Integrated Provider Data - Optum,Maintain all data for providers.,GroupCapability L2,421-2778-0
521,2.2.7.1.3.1,Manage Prescriber Data - Optum,Management of provider data to ensure non-payment of claims submitted by pharmacy providers that have been sanctioned by a government entity and ineligible to participate in government programs.,GroupCapability L3,421-5335-0
522,2.2.7.1.4,Network Accessibility - Optum,"The Network Accessibility capability focuses on the networks ability to allow controlled access by all who need it in a timely manner, based on mileage which can be state or geography specific.",GroupCapability L2,421-5771-0
523,2.2.7.1.4,Manage Provider Networks - Optum,The work involved in making sure the right mix of quality providers exist in the needed geographic locations to meet consumer and customer needs,GroupCapability L2,421-2779-0
524,2.2.7.1.4.1,Locate Provider - Optum,"The ability to locate a provider based on geography, expertise and quality",GroupCapability L3,421-3045-0
525,2.2.7.1.4.2,Pharmacy Network Planning - Optum,"The processes associated with understanding the needs for network composition based on industry and other business drivers and then designing those networks.  Pharmacy network planning considers factors such as patient/member access, payer financial objectives, strategic alliances, benefit designs, markets and more.",GroupCapability L3,421-5261-0
526,2.2.7.1.4.3,Pharmacy Network Implementation - Optum,"Implementation of network (providers, chains) rules and pricing at a client plan level in the claims platform.  Separately manage retail, mail, specialty, specialized networks to ensure that the correct rules and pricing apply.",GroupCapability L3,421-5336-0
527,2.2.7.1.4.4,Pharmacy Network Data Management - Optum,Maintain the composition of networks in the claim platform.  Ensure that new providers are represented in the appropriate networks.  Maintain composition of pharmacy chains as new pharmacies are opened and existing pharmacies are closed or relocated.  Ensure that specific provider records are accurate and are updated on a timely basis.,GroupCapability L3,421-5337-0
528,2.2.7.1.4.5,Pharmacy Network Performance Analytics - Optum,"Detailed reporting and analytics to monitor the performance of our pharmacy networks.  Includes verifying compliance with GERs and adjusting MAC pricing where required.  Includes supporting recommendations regarding future network composition, including the need to add or remove providers, address access issues, provide specialized networks, etc.",GroupCapability L3,421-5338-0
529,2.2.7.1.5,Recruitment Reporting - Optum,Recruitment of Providers and recruitment status reporting.,GroupCapability L2,421-5772-0
530,2.2.7.1.5,Manage Coding & Charts - Optum,Assist providers with patient numeric diagnoses and cares while completing and working on the patients medical record.,GroupCapability L2,421-2780-0
531,2.2.7.1.5.1,Chart Audit - Optum,,GroupCapability L3,421-5400-0
532,2.2.7.1.6,Manage Provider Communications - Optum,Management of communications specifically targeted at Providers,GroupCapability L2,421-2781-0
533,2.2.7.1.7,Manage Network & Provider Risk Models - Optum,Partner with the provider network to ensure that the risk models are working as intended.,GroupCapability L2,421-2782-0
534,2.2.7.1.8,Manage Continuous Improvement - Optum,"Work with Provider Networks to measure, analyze and improve the quality of their outcomes",GroupCapability L2,421-2783-0
535,2.2.7.2,Provider Contracts Management - Optum,"Includes Contract Language Standardization, Provider Credentialing, and Contracts Maintenance",GroupCapability L1,421-2690-0
536,2.2.7.2.1,Manage Patient Registries - Optum,"The ability to share information about a population segment that has or may have had a specific diagnosis, condition or procedure. Registries can play an important and complimentary role in evaluating patient outcomes.",GroupCapability L2,421-2925-0
537,2.2.7.2.1,Contract Language Standardization - Optum,The Contract Language Standardization capability focuses on the ability to have all standard contract language available.,GroupCapability L2,421-5774-0
538,2.2.7.2.2,Provider Credentialing - Optum,"The Credentialing capability focuses on the process of reviewing a health professional’s credentials, training, experience and/or demonstrated ability, practice history and medical certification and/or license to determine if Optum should accept them into the network. Credentialing is completed for both physicians/facilities including Delegated credentialing Entities, and ancillary providers (ambulatory surgical centers, lab, etc.).",GroupCapability L2,421-5776-0
539,2.2.7.2.2,Identify & Align Provider Incentives - Optum,Design and implement incentives that effectively encourage desired quality outcomes,GroupCapability L2,421-2784-0
540,2.2.7.2.3,Provide Education - Optum,Create and execute educational programs that help providers be more successful in delivering care,GroupCapability L2,421-2787-0
541,2.2.7.2.3,Contract Maintenance - Optum,"The Contracts Maintenance capability focuses on the maintenance of the Contracts data, making amendments, performing provider contract terminations.",GroupCapability L2,421-5778-0
542,2.2.7.2.4,Contract Data Loading - Optum,"The Contract Data Loading capability focuses on the loading, as well as, cascading this information to the downstream systems. It also includes the connecting of physicians and facilities to the appropriate contract and rates.",GroupCapability L2,421-5784-0
543,2.2.7.2.4,Manage Provider Advocacy - Optum,Work to ensure that the best interests of Providers are properly represented and in balance with the needs of other constituents.,GroupCapability L2,421-2789-0
544,2.2.7.2.5,Enable ePrescriptions - Optum,The ability for providers to issue and distribute Prescriptions in a telemedicine setting.,GroupCapability L2,421-2926-0
545,2.2.7.2.5,Pricing Configuration & Maintenance - Optum,"Rates/Fee Schedule Maintenance capability focuses on the physical loading and maintenance of the lines of business and associated contracted networks.  (Payment Methodology includes but is not limited to per visit, per unit and indicates the various ways a provider can be paid.)",GroupCapability L2,421-5785-0
546,2.2.7.2.6,Clinical Support - Optum,"Make additional resource support available provider group(s), may include nurse practitioners (NP), Physician Assistants (PA), Medical Assistants (MA), and/or concierge programs (may also include screening-support equipment).",GroupCapability L2,421-5403-0
547,2.2.7.3,Provider Demographic Management - Optum,"Combination of collection, maintenance, validation, analysis, and remediation of provider demographic data.",GroupCapability L1,421-5779-0
548,2.2.7.3.1,Provider Demographic Data Collection - Optum,Collection and processing of required demographic data elements.,GroupCapability L2,421-5780-0
549,2.2.7.3.2,Provider Demographic Data Management - Optum,The capability focuses on demographic data processing. On-going management of the demographic data.,GroupCapability L2,421-5781-0
550,2.2.7.3.3,Provider Demographic Data Maintenance - Optum,On-going of maintenance of demographic data.,GroupCapability L2,421-5782-0
551,2.2.7.3.3.1,Data Analytics - Optum,Analysis of data to ensure currency and accuracy.,GroupCapability L3,421-5783-0
552,2.2.7.4,Provider Relationship Management - Optum,"Includes Provider Account Management, Provider Communications & Training, Provider Quality, Performance & Support, Delegated Entities Management.",GroupCapability L1,421-5787-0
553,2.2.7.4.1,Provider Communications and Training - Optum,"The Communications & Training capability consists of communications to Providers.  Develop and deliver training to addresses general training needs, as well as, targeted training for a program, policy or initiative.",GroupCapability L2,421-5788-0
554,2.2.7.4.2,"Provider Quality, Performance, Incentives, & Support - Optum","The Provider Quality Performance and Support capability focuses on conducting assessments and gathering voice of the provider, measure the performance and shaping programs to provide the best possible member experience.",GroupCapability L2,421-5789-0
555,2.2.7.4.3,Provider Data Service & Issue Resolution - Optum,Triage and management of provider data issues.,GroupCapability L2,421-5786-0
556,2.2.7.5,Provider Networks Analytics & Reporting - Optum,"Includes Provider Networks, Data Analysis, Regulatory Reporting, Data Quality Reporting, Transactional Reporting",GroupCapability L1,421-5790-0
557,2.2.7.5.1,Provider Networks Data Analysis - Optum,"The Data Analysis capability focuses on the availability, capture, and decomposition of data and performing analysis of the data.  (For example ensuring adherence to access and availability standards, or to respond to network composition requests.)",GroupCapability L2,421-5791-0
558,2.2.7.5.2,Regulatory Reporting - Optum,"The Regulatory Reporting capability focuses on the ability to produce all necessary regulatory reporting. (For example, Provider directory, Add/Term, response to Audits)",GroupCapability L2,421-5792-0
559,2.2.7.5.3,Data Quality Reporting - Optum,The Data Quality Reporting capability focuses on the ability to produce reports on the quality and integrity of the Provider Network data.,GroupCapability L2,421-5793-0
560,2.2.7.5.4,Transactional Reporting - Optum,The Transactional Reporting capability focuses on the ability to produce reports on all transactions processed. (For example claims/authorizations),GroupCapability L2,421-5794-0
561,2.2.7.5.5,Adhoc Real-time Reporting - Optum,"This capability focuses on the ability to produce adhoc reports real time , including regulatory, data quality and transactional reporting.",GroupCapability L2,421-5795-0
562,2.2.7.8,Archive,Archive Domain to store original capabilities.,GroupCapability L1,421-5767-0
563,2.2.8,Informational Technology Management - Optum,"Establish and govern all the aspects of delivering and managing Information Technology including governance, architecture, program management, demand management, development and data centers.",GroupDomain L0,421-1300-0
564,2.2.8.1,Define & Govern IT Strategy - Optum,"Manage the IT organizational model, enterprise architecture, technology and infrastructure strategy, IT strategy, lifecycle and roadmaps.",GroupCapability L1,421-2697-0
565,2.2.8.1.1,IT Organization Model - Optum,Setup and maintain the key organizational areas that make up the Information Technology Model. Leadership and groupings of functional areas.,GroupCapability L2,421-2791-0
566,2.2.8.1.1.1,IT Business Support - Optum,"IT Business Support consists of IT Finance, IT Global Sourcing, IT Communications, Enterprise Reporting  and Human Capital.  Supporting the reporting and communication in IT.",GroupCapability L3,421-3738-0
567,2.2.8.1.1.2,Segment CIO Office - Optum,The CIO Operating Model is a blueprint for Enterprise Technology’s business facing teams. It provides standards and guidelines intended to drive consistent operating methods.,GroupCapability L3,421-3739-0
568,2.2.8.1.1.3,Enterprise Technology Development - Optum,Enterprise Technology Development provides innovative software solutions that enable Optum Tech to help people lead healthier lives.,GroupCapability L3,421-3740-0
569,2.2.8.1.1.4,Enterprise Technology Infrastructure - Optum,"Enterprise Technology Practices and Infrastructure’ mission is to drive enterprise standards and practices and to deliver critical infrastructure services to the business including voice and data networks, servers and storage, mainframe operations and user productivity tools.",GroupCapability L3,421-3741-0
570,2.2.8.1.1.5,Research & Development - Optum,Research and Development is where Optum Tech reviews the latest trends in application development.  Researches how the process could be applied and developed to help people lead healthier lives.,GroupCapability L3,421-3742-0
571,2.2.8.1.2,Enterprise Architecture Strategy - Optum,Define the strategic framework and direction for UHG Enterprise Architecture. Having a well-defined Enterprise Architecture delivers value by presenting business and IT leaders with recommendations for adjusting policies and projects to achieve target business outcomes that capitalize on relevant business interruptions. Enterprise Architecture is used to steer decision making toward the evolution of future state architecture. The framework for Enterprise Architecture is TOGAF.,GroupCapability L2,421-2792-0
572,2.2.8.1.2.1,Data Architecture - Optum,"Data architecture is composed of models, policies, rules or standards that govern which data is collected, how it is stored, arranged, integrated and put into use in data systems and in organizations. Data architecture is an architecture domain that exists within Optum Tech and is a pillar in TOGAF.",GroupCapability L3,421-3743-0
573,2.2.8.1.2.2,Solution Architecture - Optum,Solution architecture provides IT solutions for business and IT programs and projects. The solutions architect takes the business requirements and defines the solution needed to fulfill those requirements. This requires working closely with both business and IT.,GroupCapability L3,421-3744-0
